date,station,aqi,split,roll_mean_aqi_7,roll_mean_aqi_30,roll_std_aqi_7,roll_trend_aqi_7,roll_trend_aqi_30,roll_aqi_momentum,roll_episode_flag,roll_mean_pm25_7,roll_mean_pm10_7,roll_std_pm25_7,lag_aqi_1,lag_aqi_7,lag_aqi_14,lag_aqi_30,lag_pm25_1,lag_pm25_7,lag_pm10_1,lag_co_1,lag_no2_1,lag_temperature_1,lag_wind_speed_1,pm25,pm10,co,no2,o3,so2,nh3,temperature,humidity,wind_speed,pressure,sin_month,cos_month,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week,season_Winter,season_Monsoon,season_Summer,season_Spring,year,quarter,is_weekend,is_covid_lockdown,is_diwali,is_stubble_burning,aqi_saturated,station_encoded,station_season_mean_winter,interact_pm25_humidity,interact_pm25_pm10_ratio,interact_co_pm25,interact_pm10_wind_accum,interact_temp_o3,interact_lag_aqi1_winter,interact_wind_speed_sq,interact_pm25_stubble
2019-11-30,noida_sector_1,420.0,train,401.8571428571428,387.8666666666667,18.57802080800871,4.142857142857143,1.4451612903225806,14.4762,1,244.2142857142857,392.4,28.052357510642626,421.0,406.0,378.0,345.0,281.9,260.0,450.7,3.29,63.5,18.8,4.8,213.6,450.3,3.32,66.6,40.5,16.1,29.3,18.1,75.8,4.0,1029.6,-0.5,0.866025,-0.512055,0.858953,-0.974928,-0.222521,1,0,0,0,2019,4,1,0,0,1,0,0,405.8392,161.9088,0.4744,709.152,90.06,7.3305,421.0,16.0,213.6
2019-12-01,noida_sector_1,433.0,train,403.8571428571428,390.3666666666667,19.81101184887172,6.678571428571429,1.356840934371524,12.4762,1,237.58571428571423,411.6571428571429,29.160728647244618,420.0,380.0,401.0,356.0,213.6,224.5,450.3,3.32,66.6,18.1,4.0,236.0,463.4,3.85,70.5,42.9,18.3,28.9,15.4,69.7,4.3,1028.8,-0.0,1.0,-0.497204,0.867634,-0.781831,0.62349,1,0,0,0,2019,4,1,0,0,0,0,0,405.8392,164.492,0.5093,908.6,87.434,6.6066,420.0,18.49,0.0
2019-12-02,noida_sector_1,413.0,train,411.4285714285714,392.9333333333333,19.294706898153468,6.392857142857143,1.394883203559511,13.2381,1,239.22857142857143,426.3,28.61955708286184,433.0,405.0,355.0,364.0,236.0,257.9,463.4,3.85,70.5,15.4,4.3,270.1,360.4,3.71,61.9,29.8,15.4,26.6,18.0,73.9,6.9,1032.0,-0.0,1.0,-0.482206,0.876058,0.0,1.0,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,199.6039,0.7494,1002.071,45.6203,5.364,433.0,47.61,0.0
2019-12-03,noida_sector_1,371.0,train,412.57142857142856,394.56666666666666,19.08627030840886,5.642857142857143,1.3248053392658508,9.4286,1,240.9714285714286,430.4,30.269991426370165,413.0,373.0,389.0,389.0,270.1,214.9,360.4,3.71,61.9,18.0,6.9,164.7,407.2,3.31,60.5,37.8,18.1,29.5,16.0,77.5,4.3,1030.2,-0.0,1.0,-0.467065,0.884223,0.781831,0.62349,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,127.6425,0.4045,545.157,76.8302,6.048,413.0,18.49,0.0
2019-12-04,noida_sector_1,464.0,train,412.2857142857143,393.9666666666666,19.779739513907437,-4.464285714285714,1.1343715239154617,-6.619,1,233.8,431.0,41.38284668797126,371.0,420.0,382.0,375.0,164.7,208.2,407.2,3.31,60.5,16.0,4.3,237.4,494.2,3.49,66.8,30.9,13.4,26.1,15.2,78.0,4.5,1030.4,-0.0,1.0,-0.451786,0.892126,0.974928,-0.222521,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,185.172,0.4804,828.526,89.8545,4.6968,371.0,20.25,0.0
2019-12-05,noida_sector_1,419.0,train,418.57142857142856,396.9333333333333,27.9455252402296,2.1785714285714284,1.45539488320356,-2.5714,1,237.9714285714286,437.24285714285713,39.81422334985978,464.0,408.0,422.0,370.0,237.4,262.1,494.2,3.49,66.8,15.2,4.5,279.4,430.6,3.36,66.6,29.7,15.9,25.4,16.2,80.4,5.2,1028.4,-0.0,1.0,-0.436373,0.899766,0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,224.6376,0.6489,938.784,69.4516,4.8114,464.0,27.04,0.0
2019-12-06,noida_sector_1,405.0,train,420.1428571428572,398.56666666666666,27.55859558243339,0.7142857142857143,1.4120133481646275,-2.1429,1,240.44285714285712,436.6857142857143,42.03652606733417,419.0,421.0,410.0,389.0,279.4,281.9,430.6,3.36,66.6,16.2,5.2,258.8,420.6,3.71,65.5,29.6,14.2,29.1,12.3,80.3,4.9,1030.5,-0.0,1.0,-0.420831,0.907139,-0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,207.8164,0.6153,960.148,71.2881,3.6408,419.0,24.01,0.0
2019-12-07,noida_sector_1,409.0,train,417.8571428571428,399.1,28.133186639201043,-0.7857142857142857,1.3875417130144605,11.4762,1,237.14285714285717,432.38571428571424,39.03946111064626,405.0,420.0,406.0,362.0,258.8,213.6,420.6,3.71,65.5,12.3,4.9,264.7,429.4,3.9,72.9,37.2,13.8,23.8,16.9,78.0,6.4,1030.3,-0.0,1.0,-0.405165,0.914244,-0.974928,-0.222521,1,0,0,0,2019,4,1,0,0,0,0,0,405.8392,206.466,0.6164,1032.33,58.027,6.2868,405.0,40.96,0.0
2019-12-08,noida_sector_1,394.0,train,416.2857142857143,400.6666666666667,28.300260809835187,-1.4285714285714286,1.1955506117908787,-5.2857,1,244.44285714285712,429.4,38.67940266441996,409.0,433.0,380.0,357.0,264.7,236.0,429.4,3.9,72.9,16.9,6.4,243.3,367.0,3.6,63.0,35.9,18.6,21.5,15.0,77.5,4.8,1031.5,-0.0,1.0,-0.389378,0.921078,-0.781831,0.62349,1,0,0,0,2019,4,1,0,0,0,0,0,405.8392,188.5575,0.6629,875.88,63.2759,5.385,409.0,23.04,0.0
2019-12-09,noida_sector_1,430.0,train,410.7142857142857,401.9,28.30026080983532,-1.4285714285714286,0.8513904338153505,-8.0476,1,245.4857142857143,415.6285714285714,38.51187819238255,394.0,413.0,405.0,443.0,243.3,270.1,367.0,3.6,63.0,15.0,4.8,295.7,392.5,3.56,71.8,24.3,13.6,29.2,14.8,72.2,6.0,1029.8,-0.0,1.0,-0.373477,0.92764,0.0,1.0,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,213.4954,0.7534,1052.692,56.0714,3.5964,394.0,36.0,0.0
2019-12-10,noida_sector_1,429.0,train,413.1428571428572,401.4666666666666,29.24282573799585,0.9642857142857144,1.3161290322580643,-2.1429,1,249.14285714285717,420.2142857142857,42.27090635188317,430.0,371.0,373.0,374.0,295.7,164.7,392.5,3.56,71.8,14.8,6.0,293.9,436.7,3.66,65.7,28.2,15.0,25.9,19.5,82.6,3.3,1033.4,-0.0,1.0,-0.357464,0.933927,0.781831,0.62349,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,242.7614,0.673,1075.674,101.5581,5.499,430.0,10.89,0.0
2019-12-11,noida_sector_1,420.0,train,421.4285714285714,403.3,22.824381283011927,-3.357142857142857,1.3043381535038931,-3.7619,1,267.6,424.4285714285714,23.12617564579532,429.0,464.0,420.0,390.0,293.9,237.4,436.7,3.66,65.7,19.5,3.3,280.5,420.7,3.7,65.6,31.1,19.1,30.0,17.2,81.0,3.6,1031.8,-0.0,1.0,-0.341347,0.939938,0.974928,-0.222521,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,227.205,0.6667,1037.85,91.4565,5.3492,429.0,12.96,0.0
2019-12-12,noida_sector_1,433.0,train,415.1428571428572,404.3,13.158375931048248,2.571428571428572,1.3203559510567298,11.1905,1,273.75714285714287,413.9285714285714,19.13947553643276,420.0,419.0,408.0,406.0,280.5,279.4,420.7,3.7,65.6,17.2,3.6,210.3,463.0,3.83,66.8,28.6,15.0,30.3,14.6,78.8,6.8,1032.1,-0.0,1.0,-0.325128,0.94567,0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,165.7164,0.4542,805.449,59.359,4.1756,420.0,46.24,0.0
2019-12-13,noida_sector_1,416.0,train,417.1428571428572,405.2,14.803474495630647,5.035714285714286,1.5172413793103443,10.1905,1,263.8857142857143,418.5571428571429,30.306128564559348,433.0,405.0,421.0,375.0,210.3,258.8,463.0,3.83,66.8,14.6,6.8,274.1,437.5,3.76,73.1,21.1,15.2,29.8,13.9,77.7,3.4,1031.7,-0.0,1.0,-0.308812,0.951123,-0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,212.9757,0.6265,1030.616,99.4318,2.9329,433.0,11.56,0.0
2019-12-14,noida_sector_1,429.0,train,418.7142857142857,406.56666666666666,13.852969425530745,3.1785714285714284,1.3786429365962178,4.2857,1,266.07142857142856,420.9714285714286,30.429684754954145,416.0,409.0,420.0,406.0,274.1,264.7,437.5,3.76,73.1,13.9,3.4,176.4,459.8,3.63,77.3,33.8,16.5,26.1,17.9,80.2,2.5,1031.5,-0.0,1.0,-0.292406,0.956294,-0.974928,-0.222521,1,0,0,0,2019,4,1,0,0,0,0,0,405.8392,141.4728,0.3836,640.332,131.3714,6.0502,416.0,6.25,0.0
2019-12-15,noida_sector_1,439.0,train,421.57142857142856,407.3333333333333,13.575187449373884,2.892857142857143,1.5194660734149057,4.4286,1,253.45714285714288,425.3142857142857,45.6089120363884,429.0,394.0,433.0,385.0,176.4,243.3,459.8,3.63,77.3,17.9,2.5,309.7,453.5,3.71,73.0,34.5,15.4,29.7,14.8,77.8,3.3,1031.5,-0.0,1.0,-0.275913,0.961183,-0.781831,0.62349,1,0,0,0,2019,4,1,0,0,0,0,0,405.8392,240.9466,0.6829,1148.987,105.4651,5.106,429.0,10.89,0.0
2019-12-16,noida_sector_1,484.0,train,428.0,409.1333333333333,7.745966692409389,0.8214285714285714,1.5697441601779756,0.0,1,262.9428571428571,437.6714285714285,49.85190926276572,439.0,430.0,413.0,378.0,309.7,295.7,453.5,3.71,73.0,14.8,3.3,284.9,514.3,3.72,80.3,34.9,15.5,28.4,13.8,71.5,8.0,1031.1,-0.0,1.0,-0.259338,0.965787,0.0,1.0,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,203.7035,0.554,1059.828,57.1444,4.8162,439.0,64.0,0.0
2019-12-17,noida_sector_1,426.0,train,435.7142857142857,412.6666666666667,22.64004038360652,7.107142857142857,1.8380422691879867,14.9524,1,261.40000000000003,455.07142857142856,48.82571044030151,484.0,429.0,371.0,401.0,284.9,293.9,514.3,3.72,80.3,13.8,8.0,285.5,456.2,4.02,76.6,36.4,17.2,27.9,13.5,79.7,5.1,1030.7,-0.0,1.0,-0.242687,0.970105,0.781831,0.62349,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,227.5435,0.6258,1147.71,74.7869,4.914,484.0,26.01,0.0
2019-12-18,noida_sector_1,407.0,train,435.2857142857143,413.5,22.81603446200357,5.107142857142857,1.843604004449388,14.381,1,260.2,457.8571428571428,47.98989476963006,426.0,420.0,464.0,355.0,285.5,280.5,456.2,4.02,76.6,13.5,5.1,237.6,437.9,4.14,62.5,38.4,14.9,26.3,16.0,71.1,7.4,1034.3,-0.0,1.0,-0.225964,0.974136,0.974928,-0.222521,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,168.9336,0.5426,983.664,52.131,6.144,426.0,54.76,0.0
2019-12-19,noida_sector_1,390.0,train,433.4285714285714,415.23333333333335,24.717450939615304,-0.1071428571428571,1.3982202447163514,5.5714,1,254.07142857142856,460.3142857142857,47.70383332905096,407.0,433.0,419.0,389.0,237.6,210.3,437.9,4.14,62.5,16.0,7.4,237.4,383.1,3.61,73.0,31.0,17.0,30.4,13.3,85.1,0.8,1029.8,-0.0,1.0,-0.209174,0.977879,0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,202.0274,0.6197,857.014,212.8333,4.123,407.0,0.64,0.0
2019-12-20,noida_sector_1,434.0,train,427.2857142857143,415.26666666666665,29.68565470455405,-4.821428571428571,1.054505005561735,-19.619,1,257.9428571428571,448.9,44.55524126081788,390.0,416.0,405.0,382.0,237.4,274.1,383.1,3.61,73.0,13.3,0.8,245.3,464.8,3.98,78.5,40.1,17.1,25.4,14.9,80.3,3.5,1032.3,-0.0,1.0,-0.192322,0.981332,-0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,196.9759,0.5278,976.294,103.2889,5.9749,390.0,12.25,0.0
2019-12-21,noida_sector_1,413.0,train,429.8571428571428,417.0,29.32250882529388,-5.714285714285714,0.9459399332591768,-19.5238,1,253.82857142857145,452.8,44.142410230440966,434.0,429.0,409.0,422.0,245.3,176.4,464.8,3.98,78.5,14.9,3.5,270.2,443.2,3.97,75.5,29.6,15.3,27.5,16.9,86.4,3.8,1030.6,-0.0,1.0,-0.175413,0.984495,-0.974928,-0.222521,1,0,0,0,2019,4,1,0,0,0,0,0,405.8392,233.4528,0.6097,1072.694,92.3333,5.0024,434.0,14.44,0.0
2019-12-22,noida_sector_1,500.0,train,427.57142857142856,416.7,30.01586881888141,-7.642857142857143,0.9546162402669636,-15.2381,1,267.2285714285714,450.4285714285714,28.009624196322665,413.0,439.0,394.0,410.0,270.2,309.7,443.2,3.97,75.5,16.9,3.8,323.2,566.1,3.49,70.4,27.4,15.6,22.7,14.8,77.3,5.5,1031.7,-0.0,1.0,-0.158452,0.987367,-0.781831,0.62349,1,0,0,0,2019,4,1,0,0,0,1,0,405.8392,249.8336,0.5709,1127.968,87.0923,4.0552,413.0,30.25,0.0
2019-12-23,noida_sector_1,445.0,train,436.2857142857143,419.7,40.80324450217981,1.75,1.4458286985539484,12.7143,1,269.15714285714284,466.5142857142858,31.649584364986048,500.0,484.0,430.0,406.0,323.2,284.9,566.1,3.49,70.4,14.8,5.5,318.0,428.4,3.84,62.1,34.2,14.5,26.6,15.2,79.7,1.2,1032.5,-0.0,1.0,-0.141444,0.989946,0.0,1.0,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,253.446,0.7423,1221.12,194.7273,5.1984,500.0,1.44,0.0
2019-12-24,noida_sector_1,438.0,train,430.7142857142857,421.0,35.52329886010975,9.5,1.514571746384872,21.9524,1,273.88571428571424,454.24285714285713,36.49531607259047,445.0,426.0,429.0,380.0,318.0,285.5,428.4,3.84,62.1,15.2,1.2,308.2,433.8,3.93,68.7,18.8,17.1,30.4,16.5,86.4,3.9,1034.7,-0.0,1.0,-0.124395,0.992233,0.781831,0.62349,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,266.2848,0.7105,1211.226,88.5306,3.102,445.0,15.21,0.0
2019-12-25,noida_sector_1,418.0,train,432.4285714285714,422.9333333333333,35.54741970409326,9.607142857142858,1.3414905450500556,28.5714,1,277.12857142857143,451.04285714285714,38.644564701294925,438.0,407.0,420.0,405.0,308.2,237.6,433.8,3.93,68.7,16.5,3.9,257.0,448.4,4.08,69.7,36.3,15.1,29.2,15.9,83.7,5.3,1032.6,-0.0,1.0,-0.107308,0.994226,0.974928,-0.222521,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,215.109,0.5731,1048.56,71.1746,5.7717,438.0,28.09,0.0
2019-12-26,noida_sector_1,440.0,train,434.0,423.3666666666667,34.462540049546185,4.428571428571429,1.185984427141268,-0.3333,1,279.9,452.54285714285714,35.93814129862857,418.0,390.0,433.0,373.0,257.0,237.4,448.4,4.08,69.7,15.9,5.3,311.2,358.1,4.01,65.5,37.9,16.1,21.5,16.7,78.6,3.1,1032.1,-0.0,1.0,-0.09019,0.995925,0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,244.6032,0.869,1247.912,87.3415,6.3293,418.0,9.61,0.0
2019-12-27,noida_sector_1,449.0,train,441.1428571428572,425.6,28.486421159494363,-1.2142857142857142,0.9459399332591768,-9.1429,1,290.4428571428572,448.9714285714286,32.00176334427625,440.0,434.0,416.0,420.0,311.2,245.3,358.1,4.01,65.5,16.7,3.1,288.5,479.6,4.18,80.7,28.6,14.3,23.7,13.2,75.9,2.9,1031.3,-0.0,1.0,-0.073045,0.997329,-0.433884,-0.900969,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,218.9715,0.6015,1205.93,122.9744,3.7752,440.0,8.41,0.0
2019-12-28,noida_sector_1,458.0,train,443.2857142857143,426.56666666666666,28.42366552548521,-1.3928571428571428,1.058286985539488,-7.619,1,296.6142857142857,451.0857142857143,25.311290535483217,449.0,413.0,429.0,408.0,288.5,270.2,479.6,4.18,80.7,13.2,2.9,280.4,488.9,4.29,77.5,39.8,16.3,28.9,13.2,76.5,3.6,1031.5,-0.0,1.0,-0.055879,0.998438,-0.974928,-0.222521,1,0,0,0,2019,4,1,0,0,0,0,0,405.8392,214.506,0.5735,1202.916,106.2826,5.2536,449.0,12.96,0.0
2019-12-29,noida_sector_1,500.0,train,449.7142857142857,428.23333333333335,25.355566684746904,-4.142857142857143,1.1330367074527252,-0.7143,1,298.07142857142856,457.61428571428576,23.784779046397087,458.0,500.0,439.0,421.0,280.4,323.2,488.9,4.29,77.5,13.2,3.6,274.4,574.9,3.71,70.1,33.1,16.1,22.2,15.4,80.0,0.8,1030.8,-0.0,1.0,-0.038696,0.999251,-0.781831,0.62349,1,0,0,0,2019,4,1,0,0,0,1,0,405.8392,219.52,0.4773,1018.024,319.3889,5.0974,458.0,0.64,0.0
2019-12-30,noida_sector_1,461.0,train,449.7142857142857,430.8666666666667,25.355566684746904,8.428571428571429,1.546162402669633,19.2857,1,291.1,458.8714285714285,22.297159759340197,500.0,445.0,484.0,420.0,274.4,318.0,574.9,3.71,70.1,15.4,0.8,249.2,491.3,4.35,57.6,27.1,16.9,29.9,14.3,83.8,3.3,1035.0,-0.0,1.0,-0.021501,0.999769,0.0,1.0,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,208.8296,0.5072,1084.02,114.2558,3.8753,500.0,10.89,0.0
2019-12-31,noida_sector_1,438.0,train,452.0,432.23333333333335,25.57994005726392,8.964285714285714,1.6656284760845383,21.0,1,281.2714285714286,467.8571428571428,23.58945486764317,461.0,438.0,426.0,433.0,249.2,308.2,491.3,4.35,57.6,14.3,3.3,307.7,461.1,4.04,63.3,33.4,13.9,29.7,12.3,77.6,2.0,1034.2,-0.0,1.0,-0.004301,0.999991,0.781831,0.62349,1,0,0,0,2019,4,0,0,0,0,0,0,405.8392,238.7752,0.6673,1243.108,153.7,4.1082,461.0,4.0,0.0
2020-01-01,noida_sector_1,353.0,train,452.0,432.4,25.57994005726392,5.464285714285714,1.708120133481646,14.3333,1,281.2,471.7571428571428,23.49489306211444,438.0,418.0,407.0,413.0,307.7,257.0,461.1,4.04,63.3,12.3,2.0,190.0,304.4,2.5,40.0,41.7,9.9,21.4,10.6,82.6,2.3,1035.7,0.5,0.866025,0.017202,0.999852,0.974928,-0.222521,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,156.94,0.6242,475.0,92.2424,4.4202,438.0,5.29,0.0
2020-01-02,noida_sector_1,355.0,train,442.7142857142857,430.4,44.66062503560966,-10.0,1.0620689655172415,-25.381,1,271.62857142857143,451.1857142857143,41.6384723657408,353.0,440.0,390.0,371.0,190.0,311.2,304.4,2.5,40.0,10.6,2.3,191.8,289.5,2.55,50.6,31.2,8.7,16.0,15.2,78.1,1.8,1032.8,0.5,0.866025,0.034398,0.999408,0.433884,-0.900969,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,149.7958,0.6625,489.09,103.3929,4.7424,353.0,3.24,0.0
2020-01-03,noida_sector_1,329.0,train,430.57142857142856,429.8666666666667,55.71013415545651,-19.785714285714285,0.1659621802002224,-48.5714,1,254.57142857142856,441.38571428571424,46.85554802744853,355.0,449.0,434.0,464.0,191.8,288.5,289.5,2.55,50.6,15.2,1.8,158.3,314.9,2.26,37.2,38.6,9.5,12.9,13.8,75.5,1.9,1032.9,0.5,0.866025,0.051584,0.998669,-0.433884,-0.900969,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,119.5165,0.5027,357.758,108.5862,5.3268,355.0,3.61,0.0
2020-01-04,noida_sector_1,335.0,train,413.4285714285714,425.3666666666667,66.5102927945667,-28.035714285714285,-0.2493882091212458,-67.7619,1,235.97142857142856,417.8571428571428,56.07728935097085,329.0,458.0,413.0,419.0,158.3,280.4,314.9,2.26,37.2,13.8,1.9,166.5,300.7,2.62,50.9,26.8,8.4,20.6,15.0,77.7,1.7,1032.0,0.5,0.866025,0.068755,0.997634,-0.974928,-0.222521,1,0,0,0,2020,1,1,0,0,0,0,0,405.8392,129.3705,0.5537,436.23,111.3704,4.02,329.0,2.89,0.0
2020-01-05,noida_sector_1,331.0,train,395.8571428571428,422.56666666666666,68.97446042178338,-30.071428571428573,-0.8763070077864292,-56.1905,1,219.7,390.9714285714285,57.5427956683844,335.0,500.0,500.0,405.0,166.5,274.4,300.7,2.62,50.9,15.0,1.7,161.0,247.8,2.58,50.6,35.9,8.7,25.2,12.8,79.2,0.8,1031.9,0.5,0.866025,0.085906,0.996303,-0.781831,0.62349,1,0,0,0,2020,1,1,0,0,0,0,0,405.8392,127.512,0.6497,415.38,137.6667,4.5952,335.0,0.64,0.0
2020-01-06,noida_sector_1,340.0,train,371.7142857142857,420.1,54.506006658943285,-22.142857142857142,-1.5882091212458287,-40.0476,1,203.5,344.24285714285713,55.50309300690743,331.0,461.0,445.0,409.0,161.0,249.2,247.8,2.58,50.6,12.8,0.8,173.2,290.7,2.52,42.5,35.2,13.5,14.3,9.2,86.2,4.1,1031.6,0.5,0.866025,0.103031,0.994678,0.0,1.0,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,149.2984,0.5958,436.464,57.0,3.2384,331.0,16.81,0.0
2020-01-07,noida_sector_1,347.0,train,354.42857142857144,417.8,38.22676698709624,-12.785714285714286,-2.1815350389321466,-19.0952,1,192.64285714285717,315.5857142857143,52.42139694001797,340.0,438.0,438.0,394.0,173.2,307.7,290.7,2.52,42.5,9.2,4.1,181.3,295.8,2.58,44.7,37.3,10.3,20.7,12.5,81.7,7.2,1033.0,0.5,0.866025,0.120126,0.992759,0.781831,0.62349,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,148.1221,0.6129,467.754,36.0732,4.6625,340.0,51.84,0.0
2020-01-08,noida_sector_1,377.0,train,341.42857142857144,416.23333333333335,10.453980786560292,-1.6428571428571428,-2.8024471635150165,-2.0952,1,174.58571428571432,291.9714285714286,13.51609270110283,347.0,353.0,418.0,430.0,181.3,190.0,295.8,2.58,44.7,12.5,7.2,220.4,267.6,2.66,53.1,41.8,8.2,15.2,12.0,74.9,7.2,1032.8,0.5,0.866025,0.137185,0.990545,0.974928,-0.222521,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,165.0796,0.8236,586.264,32.6341,5.016,347.0,51.84,0.0
2020-01-09,noida_sector_1,367.0,train,344.85714285714283,414.4666666666666,16.856537519399094,3.821428571428572,-2.9606229143492766,9.8095,1,178.92857142857142,286.7142857142857,21.700362077296404,377.0,355.0,440.0,429.0,220.4,191.8,267.6,2.66,53.1,12.0,7.2,207.4,280.8,2.86,40.4,39.7,10.7,21.9,14.0,81.3,1.1,1032.7,0.5,0.866025,0.154204,0.988039,0.433884,-0.900969,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,168.6162,0.7386,593.164,133.7143,5.558,377.0,1.21,0.0
2020-01-10,noida_sector_1,344.0,train,346.57142857142856,412.4,18.58186519932173,7.642857142857143,-3.1666295884315905,17.0952,1,181.15714285714284,285.4714285714286,23.92912152885913,367.0,329.0,449.0,420.0,207.4,158.3,280.8,2.86,40.4,14.0,1.1,177.6,286.9,2.77,45.8,25.9,13.2,16.7,12.8,79.2,7.5,1031.2,0.5,0.866025,0.171177,0.98524,-0.433884,-0.900969,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,140.6592,0.619,491.952,33.7529,3.3152,367.0,56.25,0.0
2020-01-11,noida_sector_1,356.0,train,348.7142857142857,409.8666666666667,17.016798423072267,4.857142857142857,-3.555506117908787,13.9524,1,183.91428571428568,281.4714285714286,21.88076998732339,344.0,335.0,458.0,433.0,177.6,166.5,286.9,2.77,45.8,12.8,7.5,193.6,255.0,2.43,53.4,35.6,11.2,21.1,14.9,80.4,4.5,1032.5,0.5,0.866025,0.188099,0.98215,-0.974928,-0.222521,1,0,0,0,2020,1,1,0,0,0,0,0,405.8392,155.6544,0.7592,470.448,46.3636,5.3044,344.0,20.25,0.0
2020-01-12,noida_sector_1,349.0,train,351.7142857142857,407.3,16.01784718904104,3.678571428571429,-3.74349276974416,3.9524,1,187.78571428571428,274.9428571428571,20.64884408156602,356.0,331.0,500.0,416.0,193.6,161.0,255.0,2.43,53.4,14.9,4.5,184.0,299.2,2.99,39.9,20.6,8.4,15.1,12.9,77.8,5.6,1033.6,0.5,0.866025,0.204966,0.978769,-0.781831,0.62349,1,0,0,0,2020,1,1,0,0,0,0,0,405.8392,143.152,0.615,550.16,45.3333,2.6574,356.0,31.36,0.0
2020-01-13,noida_sector_1,355.0,train,354.2857142857143,405.06666666666666,13.36306209562261,0.4285714285714285,-4.0596218020022246,-4.619,1,191.07142857142856,282.2857142857143,17.22176087451902,349.0,340.0,461.0,429.0,184.0,173.2,299.2,2.99,39.9,12.9,5.6,191.6,316.1,2.21,41.1,37.4,12.8,17.7,14.6,79.0,1.4,1033.4,0.5,0.866025,0.221772,0.975099,0.0,1.0,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,151.364,0.6061,423.436,131.7083,5.4604,349.0,1.96,0.0
2020-01-14,noida_sector_1,353.0,train,356.42857142857144,402.6,11.80193688704308,-1.5357142857142858,-4.217575083426029,-3.0952,1,193.7,285.9142857142857,15.34090392817201,355.0,347.0,438.0,439.0,191.6,181.3,316.1,2.21,41.1,14.6,1.4,188.9,287.3,2.78,40.1,33.7,7.3,21.8,13.3,81.3,5.4,1034.3,0.5,0.866025,0.238513,0.971139,0.781831,0.62349,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,153.5757,0.6575,525.142,44.8906,4.4821,355.0,29.16,0.0
2020-01-15,noida_sector_1,359.0,train,357.2857142857143,399.73333333333335,11.205865810880528,-3.25,-4.286540600667408,-4.9524,1,194.78571428571428,284.7,14.566448728894084,353.0,377.0,353.0,484.0,188.9,220.4,287.3,2.78,40.1,13.3,5.4,196.8,315.5,2.95,47.6,36.3,10.7,15.9,13.1,85.9,9.2,1032.6,0.5,0.866025,0.255182,0.966893,0.974928,-0.222521,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,169.0512,0.6238,580.56,30.9314,4.7553,353.0,84.64,0.0
2020-01-16,noida_sector_1,343.0,train,354.7142857142857,395.56666666666666,7.319250547116478,-0.25,-3.968186874304783,0.9524,1,191.4142857142857,291.54285714285714,9.499899748847994,359.0,367.0,355.0,426.0,196.8,207.4,315.5,2.95,47.6,13.1,9.2,176.9,362.9,2.88,47.4,45.8,10.0,16.2,12.5,70.3,4.0,1032.2,0.5,0.866025,0.271777,0.96236,0.433884,-0.900969,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,124.3607,0.4875,509.472,72.58,5.725,359.0,16.0,0.0
2020-01-17,noida_sector_1,335.0,train,351.2857142857143,392.8,6.12955370083908,0.25,-4.097441601779756,0.381,1,187.05714285714288,303.27142857142854,7.785854083502004,343.0,344.0,329.0,407.0,176.9,177.6,362.9,2.88,47.4,12.5,4.0,166.3,333.4,2.67,48.1,25.1,14.0,17.6,14.4,78.4,5.4,1032.2,0.5,0.866025,0.288291,0.957543,-0.433884,-0.900969,1,0,0,0,2020,1,0,0,0,0,0,0,405.8392,130.3792,0.4988,444.021,52.0937,3.6144,343.0,29.16,0.0
