date,station,aqi,aqi_category,pm25,pm10,no2,nh3,so2,co,o3,pb,temperature,humidity,wind_speed,wind_direction,pressure,year,month,day_of_week,day_of_year,season,aqi_saturated,split
2017-09-10,noida_sector_1,253.0,Poor,106.1,209.7,67.2,30.7,18.0,1.33,28.8,0.06,40.6,77.0,9.2,204.0,1008.5,2017,9,6,253,Monsoon,0,Train
2017-09-11,noida_sector_1,264.0,Poor,109.2,193.6,44.0,17.9,13.4,1.67,27.9,0.04,34.2,78.8,9.2,195.0,1007.4,2017,9,0,254,Monsoon,0,Train
2017-09-12,noida_sector_1,285.0,Poor,115.7,180.8,59.5,33.7,17.3,1.62,31.6,0.05,34.1,75.7,5.7,205.0,1009.8,2017,9,1,255,Monsoon,0,Train
2017-09-13,noida_sector_1,317.0,Very Poor,142.2,218.9,64.9,22.1,17.9,2.02,31.9,0.06,35.8,82.6,9.8,136.0,1007.5,2017,9,2,256,Monsoon,0,Train
2017-09-14,noida_sector_1,326.0,Very Poor,154.2,216.0,61.0,30.2,16.4,2.07,23.8,0.05,32.7,81.2,11.6,207.0,1008.0,2017,9,3,257,Monsoon,0,Train
2017-09-15,noida_sector_1,307.0,Very Poor,129.8,128.5,60.9,23.3,17.9,1.79,41.9,0.04,38.9,76.1,11.9,163.0,1010.6,2017,9,4,258,Monsoon,0,Train
2017-09-16,noida_sector_1,319.0,Very Poor,145.3,215.3,56.0,27.0,15.1,1.7,38.0,0.06,39.2,80.4,7.2,162.0,1011.6,2017,9,5,259,Monsoon,0,Train
2017-09-17,noida_sector_1,302.0,Very Poor,122.6,201.1,58.5,33.1,18.6,1.98,20.3,0.05,34.7,77.3,8.2,220.0,1007.8,2017,9,6,260,Monsoon,0,Train
2017-09-18,noida_sector_1,313.0,Very Poor,137.9,194.7,56.6,33.4,19.1,1.81,26.0,0.06,36.9,79.8,7.9,180.0,1010.0,2017,9,0,261,Monsoon,0,Train
2017-09-19,noida_sector_1,300.0,Poor,120.9,198.0,67.6,25.1,16.4,1.97,33.6,0.05,33.9,77.4,8.0,168.0,1010.3,2017,9,1,262,Monsoon,0,Train
2017-09-20,noida_sector_1,303.0,Very Poor,124.7,229.9,49.6,24.5,19.1,1.62,23.3,0.08,32.0,88.5,6.6,186.0,1010.6,2017,9,2,263,Monsoon,0,Train
2017-09-21,noida_sector_1,337.0,Very Poor,168.1,214.4,72.6,25.8,18.6,2.39,24.8,0.06,37.0,74.6,7.0,173.0,1011.2,2017,9,3,264,Monsoon,0,Train
2017-09-22,noida_sector_1,324.0,Very Poor,152.4,295.7,63.7,29.1,16.9,1.89,30.7,0.06,36.5,80.0,14.6,232.0,1010.0,2017,9,4,265,Monsoon,0,Train
2017-09-23,noida_sector_1,311.0,Very Poor,134.7,234.2,61.2,30.7,19.0,1.93,33.0,0.04,33.8,80.4,10.9,153.0,1010.4,2017,9,5,266,Monsoon,0,Train
2017-09-24,noida_sector_1,280.0,Poor,114.2,272.9,62.8,25.6,17.2,1.76,24.2,0.05,36.0,82.8,6.4,185.0,1011.5,2017,9,6,267,Monsoon,0,Train
2017-09-25,noida_sector_1,325.0,Very Poor,153.0,236.5,67.9,28.3,14.0,1.77,35.7,0.06,37.8,80.2,9.1,151.0,1009.1,2017,9,0,268,Monsoon,0,Train
2017-09-26,noida_sector_1,289.0,Poor,116.9,228.4,71.2,27.9,17.1,1.95,29.8,0.06,31.8,79.1,8.7,175.0,1010.1,2017,9,1,269,Monsoon,0,Train
2017-09-27,noida_sector_1,311.0,Very Poor,135.3,263.9,54.3,27.1,16.8,1.94,35.9,0.05,30.5,62.7,7.2,137.0,1014.0,2017,9,2,270,Monsoon,0,Train
2017-09-28,noida_sector_1,315.0,Very Poor,139.5,264.0,60.8,34.5,13.9,2.02,24.6,0.05,29.5,56.0,3.9,123.0,1010.9,2017,9,3,271,Monsoon,0,Train
2017-09-29,noida_sector_1,320.0,Very Poor,146.0,299.0,55.4,26.3,17.9,2.28,32.1,0.06,33.9,62.8,3.9,171.0,1013.0,2017,9,4,272,Monsoon,0,Train
2017-09-30,noida_sector_1,325.0,Very Poor,152.8,255.8,61.5,32.4,14.3,2.14,32.0,0.05,29.8,74.9,6.9,189.0,1014.0,2017,9,5,273,Monsoon,0,Train
2017-10-01,noida_sector_1,330.0,Very Poor,159.2,283.8,51.4,27.9,12.7,2.32,27.3,0.06,30.7,68.2,8.8,212.0,1013.9,2017,10,6,274,Post-Monsoon,0,Train
2017-10-02,noida_sector_1,335.0,Very Poor,165.6,212.2,57.3,27.2,15.7,1.62,30.7,0.05,33.6,64.5,8.4,192.0,1012.7,2017,10,0,275,Post-Monsoon,0,Train
2017-10-03,noida_sector_1,364.0,Very Poor,203.4,293.9,79.3,26.6,20.9,2.1,33.5,0.07,27.5,69.3,7.1,168.0,1016.2,2017,10,1,276,Post-Monsoon,0,Train
2017-10-04,noida_sector_1,332.0,Very Poor,162.6,266.9,52.0,27.4,18.3,2.23,31.3,0.07,31.8,70.1,8.6,204.0,1015.1,2017,10,2,277,Post-Monsoon,0,Train
2017-10-05,noida_sector_1,340.0,Very Poor,172.6,273.6,74.5,25.4,18.5,2.23,23.9,0.06,30.1,61.3,6.9,206.0,1014.9,2017,10,3,278,Post-Monsoon,0,Train
2017-10-06,noida_sector_1,330.0,Very Poor,160.2,231.2,62.7,25.2,15.2,2.39,26.8,0.06,28.8,69.0,11.2,136.0,1014.9,2017,10,4,279,Post-Monsoon,0,Train
2017-10-07,noida_sector_1,335.0,Very Poor,165.5,225.9,68.2,25.8,20.2,2.31,40.9,0.06,28.1,69.0,4.5,193.0,1015.0,2017,10,5,280,Post-Monsoon,0,Train
2017-10-08,noida_sector_1,328.0,Very Poor,157.5,306.2,73.8,33.3,18.4,2.64,27.9,0.07,26.5,72.9,2.7,206.0,1017.0,2017,10,6,281,Post-Monsoon,0,Train
2017-10-09,noida_sector_1,350.0,Very Poor,185.2,332.1,71.0,28.8,15.7,2.29,32.5,0.07,27.9,69.6,6.4,215.0,1016.4,2017,10,0,282,Post-Monsoon,0,Train
2017-10-10,noida_sector_1,349.0,Very Poor,184.5,250.4,62.6,24.3,16.7,2.55,34.2,0.07,31.9,65.8,8.8,237.0,1016.3,2017,10,1,283,Post-Monsoon,0,Train
2017-10-11,noida_sector_1,340.0,Very Poor,172.9,283.4,64.0,29.8,16.8,2.94,34.2,0.06,30.8,69.5,7.5,221.0,1015.9,2017,10,2,284,Post-Monsoon,0,Train
2017-10-12,noida_sector_1,349.0,Very Poor,184.4,263.2,65.8,29.4,17.1,2.63,38.7,0.06,30.1,79.2,7.0,207.0,1018.8,2017,10,3,285,Post-Monsoon,0,Train
2017-10-13,noida_sector_1,334.0,Very Poor,164.7,372.2,67.7,29.3,16.6,2.49,32.3,0.07,30.4,69.9,10.7,239.0,1017.7,2017,10,4,286,Post-Monsoon,0,Train
2017-10-14,noida_sector_1,359.0,Very Poor,197.1,302.6,72.5,25.1,17.6,2.86,27.9,0.07,24.2,62.0,6.5,125.0,1015.9,2017,10,5,287,Post-Monsoon,0,Train
2017-10-15,noida_sector_1,361.0,Very Poor,200.5,297.0,62.3,29.9,18.9,2.47,20.9,0.08,29.1,70.7,9.8,202.0,1018.9,2017,10,6,288,Post-Monsoon,0,Train
2017-10-16,noida_sector_1,346.0,Very Poor,180.0,277.1,67.3,25.3,19.1,2.68,33.3,0.08,27.9,67.2,7.7,224.0,1018.0,2017,10,0,289,Post-Monsoon,0,Train
2017-10-17,noida_sector_1,363.0,Very Poor,202.6,295.5,77.3,23.2,17.9,2.78,34.6,0.07,31.2,76.3,7.7,230.0,1018.3,2017,10,1,290,Post-Monsoon,0,Train
2017-10-18,noida_sector_1,339.0,Very Poor,171.6,373.5,71.5,31.9,17.4,2.67,25.5,0.08,29.2,70.0,5.4,198.0,1022.6,2017,10,2,291,Post-Monsoon,0,Train
2017-10-19,noida_sector_1,332.0,Very Poor,161.7,321.6,60.8,27.5,19.0,2.87,38.4,0.07,27.1,67.4,5.8,174.0,1018.4,2017,10,3,292,Post-Monsoon,0,Train
2017-10-20,noida_sector_1,361.0,Very Poor,199.5,358.0,66.6,29.1,19.5,2.65,47.4,0.08,27.4,72.6,4.5,202.0,1019.8,2017,10,4,293,Post-Monsoon,0,Train
2017-10-21,noida_sector_1,369.0,Very Poor,210.0,378.5,67.3,30.7,14.3,2.68,40.3,0.08,27.5,70.2,8.4,189.0,1018.0,2017,10,5,294,Post-Monsoon,0,Train
2017-10-22,noida_sector_1,359.0,Very Poor,197.6,328.8,70.3,26.7,19.7,2.96,22.9,0.08,23.6,75.4,2.7,154.0,1018.1,2017,10,6,295,Post-Monsoon,0,Train
2017-10-23,noida_sector_1,372.0,Very Poor,214.1,323.1,76.0,23.3,17.4,3.01,33.1,0.09,23.5,64.7,7.7,146.0,1020.1,2017,10,0,296,Post-Monsoon,0,Train
2017-10-24,noida_sector_1,386.0,Very Poor,233.0,306.3,68.5,27.6,17.5,3.29,25.4,0.09,27.4,69.1,5.5,196.0,1020.4,2017,10,1,297,Post-Monsoon,0,Train
2017-10-25,noida_sector_1,376.0,Very Poor,219.9,311.6,72.4,30.3,17.8,2.85,40.4,0.07,27.3,71.8,5.1,148.0,1020.7,2017,10,2,298,Post-Monsoon,0,Train
2017-10-26,noida_sector_1,343.0,Very Poor,176.4,383.5,56.7,25.2,18.1,2.96,34.1,0.08,25.5,67.6,7.0,161.0,1020.9,2017,10,3,299,Post-Monsoon,0,Train
2017-10-27,noida_sector_1,350.0,Very Poor,185.4,313.0,81.0,27.4,15.1,3.02,35.4,0.09,25.7,76.9,7.3,211.0,1021.9,2017,10,4,300,Post-Monsoon,0,Train
2017-10-28,noida_sector_1,382.0,Very Poor,226.9,305.9,66.2,22.2,17.2,3.03,32.0,0.09,23.4,68.3,7.3,183.0,1020.9,2017,10,5,301,Post-Monsoon,0,Train
2017-10-29,noida_sector_1,395.0,Very Poor,244.6,248.4,62.5,24.1,16.4,3.31,27.8,0.07,24.3,69.3,8.4,225.0,1021.1,2017,10,6,302,Post-Monsoon,0,Train
2017-10-30,noida_sector_1,365.0,Very Poor,205.2,398.1,69.3,34.4,14.8,2.88,32.3,0.08,24.2,67.7,4.1,205.0,1022.6,2017,10,0,303,Post-Monsoon,0,Train
2017-10-31,noida_sector_1,391.0,Very Poor,238.4,349.6,77.9,28.1,17.2,3.38,39.4,0.1,25.0,71.8,6.4,247.0,1020.4,2017,10,1,304,Post-Monsoon,0,Train
2017-11-01,noida_sector_1,394.0,Very Poor,242.5,369.9,67.2,27.6,17.7,3.04,30.2,0.1,26.3,78.9,8.7,199.0,1022.9,2017,11,2,305,Winter,0,Train
2017-11-02,noida_sector_1,390.0,Very Poor,237.9,332.7,69.6,29.7,16.7,3.03,31.0,0.1,25.1,75.8,3.7,231.0,1021.7,2017,11,3,306,Winter,0,Train
2017-11-03,noida_sector_1,381.0,Very Poor,226.2,370.7,75.9,28.0,17.3,2.85,36.4,0.09,25.7,76.3,5.2,204.0,1023.1,2017,11,4,307,Winter,0,Train
2017-11-04,noida_sector_1,367.0,Very Poor,207.8,399.7,66.4,25.7,19.3,3.41,12.9,0.07,22.6,86.4,6.4,194.0,1022.6,2017,11,5,308,Winter,0,Train
2017-11-05,noida_sector_1,372.0,Very Poor,213.9,332.7,70.6,23.3,16.1,3.79,23.9,0.09,24.7,77.1,7.5,202.0,1023.3,2017,11,6,309,Winter,0,Train
2017-11-06,noida_sector_1,357.0,Very Poor,194.1,323.9,71.0,27.3,15.6,3.25,32.0,0.11,21.2,72.9,7.1,178.0,1024.9,2017,11,0,310,Winter,0,Train
2017-11-07,noida_sector_1,383.0,Very Poor,228.2,369.6,62.9,30.6,17.8,3.3,36.0,0.09,24.0,70.5,4.6,162.0,1023.8,2017,11,1,311,Winter,0,Train
2017-11-08,noida_sector_1,411.0,Severe,267.4,413.7,82.5,29.6,18.4,3.62,24.5,0.11,21.1,75.1,4.0,175.0,1022.1,2017,11,2,312,Winter,0,Train
2017-11-09,noida_sector_1,383.0,Very Poor,208.4,416.9,73.0,29.5,18.1,3.09,26.8,0.09,21.4,76.7,3.3,227.0,1025.5,2017,11,3,313,Winter,0,Train
2017-11-10,noida_sector_1,402.0,Severe,253.8,353.3,83.2,29.2,15.5,3.78,30.8,0.09,20.2,74.4,5.6,187.0,1024.8,2017,11,4,314,Winter,0,Train
2017-11-11,noida_sector_1,412.0,Severe,269.2,437.5,72.0,34.1,19.0,3.71,32.5,0.1,21.4,77.8,5.1,266.0,1025.4,2017,11,5,315,Winter,0,Train
2017-11-12,noida_sector_1,368.0,Very Poor,184.1,405.0,71.7,30.7,17.4,3.54,23.1,0.1,22.6,74.0,7.3,172.0,1023.1,2017,11,6,316,Winter,0,Train
2017-11-13,noida_sector_1,377.0,Very Poor,220.2,382.5,75.4,22.4,14.2,3.65,31.9,0.1,24.0,69.5,5.2,247.0,1024.4,2017,11,0,317,Winter,0,Train
2017-11-14,noida_sector_1,433.0,Severe,241.5,463.7,74.2,34.0,21.8,3.84,31.3,0.1,20.9,80.1,9.5,210.0,1024.0,2017,11,1,318,Winter,0,Train
2017-11-15,noida_sector_1,369.0,Very Poor,210.2,386.4,73.2,30.9,16.9,3.77,30.2,0.09,21.7,66.9,6.2,252.0,1026.8,2017,11,2,319,Winter,0,Train
2017-11-16,noida_sector_1,431.0,Severe,273.9,461.7,69.1,21.7,16.1,3.52,33.4,0.1,21.6,81.7,6.5,180.0,1027.1,2017,11,3,320,Winter,0,Train
2017-11-17,noida_sector_1,465.0,Severe,256.8,495.2,75.2,34.0,17.8,3.94,31.2,0.1,19.4,74.8,6.4,207.0,1024.5,2017,11,4,321,Winter,0,Train
2017-11-18,noida_sector_1,387.0,Very Poor,234.1,379.0,80.4,31.8,19.7,3.57,24.0,0.1,20.2,80.0,3.2,225.0,1025.7,2017,11,5,322,Winter,0,Train
2017-11-19,noida_sector_1,490.0,Severe,237.5,520.9,72.3,29.4,17.2,3.8,31.3,0.1,18.9,77.9,7.9,250.0,1026.3,2017,11,6,323,Winter,0,Train
2017-11-20,noida_sector_1,436.0,Severe,304.8,381.1,74.1,33.4,17.8,3.25,36.2,0.12,19.7,72.5,8.6,187.0,1027.6,2017,11,0,324,Winter,0,Train
2017-11-21,noida_sector_1,389.0,Very Poor,236.3,410.2,70.6,30.0,18.0,3.97,34.7,0.1,21.4,67.8,7.8,156.0,1027.1,2017,11,1,325,Winter,0,Train
2017-11-22,noida_sector_1,415.0,Severe,273.5,375.7,77.5,26.1,16.1,3.68,32.8,0.1,18.9,70.0,5.2,271.0,1028.5,2017,11,2,326,Winter,0,Train
2017-11-23,noida_sector_1,424.0,Severe,287.2,420.1,77.5,29.6,17.4,3.58,28.8,0.1,24.9,74.8,1.9,204.0,1026.0,2017,11,3,327,Winter,0,Train
2017-11-24,noida_sector_1,412.0,Severe,269.2,433.7,86.0,29.4,16.8,4.01,30.5,0.11,16.1,78.7,4.9,242.0,1029.5,2017,11,4,328,Winter,0,Train
2017-11-25,noida_sector_1,480.0,Severe,221.2,510.9,68.2,33.5,15.3,3.42,31.9,0.11,18.2,75.9,8.0,284.0,1026.9,2017,11,5,329,Winter,0,Train
2017-11-26,noida_sector_1,417.0,Severe,268.3,447.9,69.6,25.2,19.1,3.43,36.1,0.11,19.9,81.2,5.2,213.0,1029.5,2017,11,6,330,Winter,0,Train
2017-11-27,noida_sector_1,397.0,Very Poor,246.2,369.2,66.8,23.6,15.1,3.75,24.5,0.1,17.7,68.5,5.2,214.0,1030.9,2017,11,0,331,Winter,0,Train
2017-11-28,noida_sector_1,416.0,Severe,215.1,446.8,78.4,36.0,12.5,4.25,24.1,0.1,18.1,77.0,5.3,214.0,1028.6,2017,11,1,332,Winter,0,Train
2017-11-29,noida_sector_1,427.0,Severe,291.6,394.2,84.7,34.9,18.0,3.68,27.9,0.1,18.7,67.9,6.9,239.0,1026.1,2017,11,2,333,Winter,0,Train
2017-11-30,noida_sector_1,431.0,Severe,246.4,461.4,75.5,26.3,16.1,4.22,25.8,0.12,19.2,76.0,2.8,205.0,1028.7,2017,11,3,334,Winter,0,Train
2017-12-01,noida_sector_1,426.0,Severe,207.3,456.1,70.4,25.5,14.7,3.94,28.8,0.12,15.5,76.9,4.9,188.0,1029.1,2017,12,4,335,Winter,0,Train
2017-12-02,noida_sector_1,468.0,Severe,253.0,498.3,67.3,32.3,18.4,3.81,28.2,0.1,18.3,72.0,4.4,245.0,1031.3,2017,12,5,336,Winter,0,Train
2017-12-03,noida_sector_1,452.0,Severe,260.2,482.8,79.4,24.8,17.5,3.93,24.6,0.11,16.6,78.5,3.0,211.0,1028.8,2017,12,6,337,Winter,0,Train
2017-12-04,noida_sector_1,419.0,Severe,278.6,405.5,73.2,32.5,14.7,4.4,36.2,0.11,16.2,77.1,6.7,230.0,1028.9,2017,12,0,338,Winter,0,Train
2017-12-05,noida_sector_1,440.0,Severe,310.8,455.1,72.7,27.1,17.0,4.02,32.6,0.1,15.3,75.2,1.3,232.0,1028.6,2017,12,1,339,Winter,0,Train
2017-12-06,noida_sector_1,456.0,Severe,334.0,479.1,76.4,30.3,19.0,3.81,40.9,0.11,18.3,84.2,2.8,248.0,1029.4,2017,12,2,340,Winter,0,Train
2017-12-07,noida_sector_1,475.0,Severe,275.1,505.4,74.4,25.9,16.9,3.92,40.7,0.12,17.2,76.1,7.9,305.0,1030.1,2017,12,3,341,Winter,0,Train
2017-12-08,noida_sector_1,462.0,Severe,315.3,492.1,84.8,29.3,19.1,4.38,30.3,0.13,14.5,84.6,10.5,246.0,1032.3,2017,12,4,342,Winter,0,Train
2017-12-09,noida_sector_1,500.0,Severe,356.4,541.5,73.1,33.0,19.6,3.92,40.1,0.12,18.5,70.2,6.0,211.0,1031.5,2017,12,5,343,Winter,1,Train
2017-12-10,noida_sector_1,481.0,Severe,283.7,511.2,71.1,30.4,17.8,3.89,33.5,0.11,16.2,84.1,4.7,253.0,1031.6,2017,12,6,344,Winter,0,Train
2017-12-11,noida_sector_1,475.0,Severe,245.0,505.9,68.1,26.1,17.3,4.26,41.8,0.12,15.8,78.9,2.4,223.0,1031.6,2017,12,0,345,Winter,0,Train
2017-12-12,noida_sector_1,431.0,Severe,297.5,457.8,79.9,39.2,18.4,4.62,38.2,0.14,15.2,78.6,5.4,263.0,1031.7,2017,12,1,346,Winter,0,Train
2017-12-13,noida_sector_1,423.0,Severe,266.0,453.8,67.3,30.2,17.4,4.16,19.7,0.1,17.8,83.0,0.8,271.0,1030.7,2017,12,2,347,Winter,0,Train
2017-12-14,noida_sector_1,500.0,Severe,276.3,571.2,80.4,23.2,15.0,3.88,32.0,0.12,14.2,80.8,1.3,255.0,1031.0,2017,12,3,348,Winter,1,Train
2017-12-15,noida_sector_1,450.0,Severe,298.8,480.7,72.5,31.2,16.7,4.09,44.1,0.12,11.8,79.4,5.3,268.0,1033.6,2017,12,4,349,Winter,0,Train
2017-12-16,noida_sector_1,398.0,Very Poor,230.2,429.1,85.2,28.6,15.2,4.68,27.5,0.12,12.5,74.4,3.0,223.0,1031.0,2017,12,5,350,Winter,0,Train
2017-12-17,noida_sector_1,452.0,Severe,328.4,438.9,74.9,30.9,14.2,4.41,24.0,0.12,13.8,83.1,2.5,259.0,1029.5,2017,12,6,351,Winter,0,Train
2017-12-18,noida_sector_1,418.0,Severe,277.9,448.3,86.4,29.2,18.4,4.18,25.8,0.11,14.9,75.8,3.0,176.0,1031.4,2017,12,0,352,Winter,0,Train
2017-12-19,noida_sector_1,487.0,Severe,324.3,517.3,82.5,31.9,17.5,4.31,34.9,0.12,11.9,82.9,6.0,266.0,1033.2,2017,12,1,353,Winter,0,Train
2017-12-20,noida_sector_1,500.0,Severe,244.9,568.6,68.4,28.5,17.6,4.3,31.0,0.12,21.3,83.8,4.8,255.0,1031.2,2017,12,2,354,Winter,1,Train
2017-12-21,noida_sector_1,461.0,Severe,278.7,491.4,81.5,30.4,17.3,4.37,37.7,0.14,15.6,77.5,8.6,273.0,1032.5,2017,12,3,355,Winter,0,Train
2017-12-22,noida_sector_1,458.0,Severe,304.1,488.0,80.3,31.5,19.6,4.42,27.9,0.12,14.9,72.6,0.8,258.0,1031.4,2017,12,4,356,Winter,0,Train
2017-12-23,noida_sector_1,500.0,Severe,305.5,553.9,72.0,30.8,20.1,4.23,27.4,0.12,9.4,79.3,3.6,292.0,1030.8,2017,12,5,357,Winter,1,Train
2017-12-24,noida_sector_1,468.0,Severe,259.9,498.3,67.6,30.8,21.5,4.04,31.1,0.12,14.5,77.2,4.5,276.0,1033.1,2017,12,6,358,Winter,0,Train
2017-12-25,noida_sector_1,423.0,Severe,285.8,435.3,73.4,26.5,15.2,4.47,29.2,0.12,12.0,77.3,1.2,305.0,1035.1,2017,12,0,359,Winter,0,Train
2017-12-26,noida_sector_1,500.0,Severe,328.5,573.1,88.0,30.5,18.9,4.12,35.5,0.11,14.1,76.4,5.4,255.0,1033.3,2017,12,1,360,Winter,1,Train
2017-12-27,noida_sector_1,454.0,Severe,292.5,484.2,74.0,34.6,16.0,3.72,14.9,0.12,14.6,82.0,5.2,258.0,1034.4,2017,12,2,361,Winter,0,Train
2017-12-28,noida_sector_1,448.0,Severe,281.4,478.3,67.8,24.7,14.5,3.81,30.9,0.13,13.8,82.5,6.1,269.0,1031.9,2017,12,3,362,Winter,0,Train
2017-12-29,noida_sector_1,500.0,Severe,337.0,591.3,73.3,30.8,17.7,4.4,28.1,0.12,10.7,88.2,3.0,276.0,1033.8,2017,12,4,363,Winter,1,Train
2017-12-30,noida_sector_1,488.0,Severe,287.7,518.6,75.8,31.5,16.2,4.08,42.7,0.12,14.1,78.0,3.9,309.0,1031.4,2017,12,5,364,Winter,0,Train
2017-12-31,noida_sector_1,500.0,Severe,349.5,569.3,86.3,29.6,19.7,4.37,34.7,0.13,12.1,83.1,4.2,286.0,1033.1,2017,12,6,365,Winter,1,Train
2018-01-01,noida_sector_1,471.0,Severe,263.6,501.5,71.2,20.6,17.4,3.88,31.9,0.12,9.9,82.0,0.8,294.0,1034.9,2018,1,0,1,Winter,0,Train
2018-01-02,noida_sector_1,500.0,Severe,253.2,540.9,68.6,29.8,18.3,3.88,35.7,0.12,13.0,82.0,8.3,221.0,1034.0,2018,1,1,2,Winter,1,Train
2018-01-03,noida_sector_1,386.0,Very Poor,232.5,380.7,76.0,31.8,16.9,3.94,32.3,0.12,13.8,85.0,4.4,244.0,1031.4,2018,1,2,3,Winter,0,Train
2018-01-04,noida_sector_1,434.0,Severe,258.4,464.4,67.0,28.0,18.5,4.45,28.2,0.11,12.7,74.4,3.9,295.0,1033.8,2018,1,3,4,Winter,0,Train
2018-01-05,noida_sector_1,419.0,Severe,279.1,416.8,63.5,29.0,14.8,3.73,30.0,0.1,12.9,76.5,1.7,304.0,1034.2,2018,1,4,5,Winter,0,Train
2018-01-06,noida_sector_1,415.0,Severe,272.8,443.1,66.0,33.2,12.7,3.84,32.8,0.11,15.4,88.9,4.7,313.0,1033.5,2018,1,5,6,Winter,0,Train
2018-01-07,noida_sector_1,497.0,Severe,261.9,527.5,76.3,28.4,15.5,3.73,40.0,0.12,14.1,82.5,6.0,325.0,1033.0,2018,1,6,7,Winter,0,Train
2018-01-08,noida_sector_1,433.0,Severe,300.2,461.8,54.6,22.2,12.2,4.03,37.5,0.11,12.3,74.5,2.8,268.0,1030.2,2018,1,0,8,Winter,0,Train
2018-01-09,noida_sector_1,499.0,Severe,262.8,529.1,67.6,30.7,15.1,3.54,39.9,0.11,15.1,76.3,7.6,282.0,1031.0,2018,1,1,9,Winter,0,Train
2018-01-10,noida_sector_1,418.0,Severe,277.4,421.8,56.9,30.2,15.3,3.76,33.1,0.11,11.0,75.7,7.1,289.0,1031.5,2018,1,2,10,Winter,0,Train
2018-01-11,noida_sector_1,413.0,Severe,254.8,443.9,71.4,32.3,13.9,3.92,33.0,0.11,13.4,79.6,5.1,271.0,1032.4,2018,1,3,11,Winter,0,Train
2018-01-12,noida_sector_1,425.0,Severe,265.0,455.9,72.0,27.0,17.7,3.83,33.4,0.11,11.5,82.2,3.6,263.0,1032.0,2018,1,4,12,Winter,0,Train
2018-01-13,noida_sector_1,491.0,Severe,297.0,521.3,74.8,33.6,13.2,3.85,23.4,0.11,13.1,76.1,7.0,295.0,1031.6,2018,1,5,13,Winter,0,Train
2018-01-14,noida_sector_1,413.0,Severe,260.4,443.5,75.3,27.9,15.0,3.97,42.9,0.12,10.0,78.8,2.2,308.0,1033.5,2018,1,6,14,Winter,0,Train
2018-01-15,noida_sector_1,500.0,Severe,299.3,547.3,64.5,30.3,15.0,3.58,34.1,0.12,13.5,78.8,2.1,254.0,1032.9,2018,1,0,15,Winter,1,Train
2018-01-16,noida_sector_1,403.0,Severe,254.7,420.8,59.1,23.5,16.6,3.8,31.0,0.1,11.1,80.0,8.0,304.0,1034.6,2018,1,1,16,Winter,0,Train
2018-01-17,noida_sector_1,459.0,Severe,307.8,489.5,75.5,27.0,15.7,3.99,29.1,0.11,12.1,78.7,3.8,260.0,1032.7,2018,1,2,17,Winter,0,Train
2018-01-18,noida_sector_1,486.0,Severe,319.9,516.0,77.2,32.4,14.6,3.97,20.0,0.1,15.0,65.3,3.9,279.0,1033.3,2018,1,3,18,Winter,0,Train
2018-01-19,noida_sector_1,439.0,Severe,309.8,374.7,79.7,24.4,17.2,3.6,20.2,0.11,10.7,80.8,4.3,236.0,1032.5,2018,1,4,19,Winter,0,Train
2018-01-20,noida_sector_1,451.0,Severe,270.8,481.0,60.5,30.1,12.9,3.98,31.9,0.12,11.5,82.8,2.9,332.0,1030.9,2018,1,5,20,Winter,0,Train
2018-01-21,noida_sector_1,458.0,Severe,297.1,488.2,62.2,27.4,14.9,4.08,15.9,0.12,12.1,75.6,5.6,313.0,1031.2,2018,1,6,21,Winter,0,Train
2018-01-22,noida_sector_1,455.0,Severe,333.3,393.4,74.0,23.4,18.0,3.58,32.1,0.12,11.0,79.5,1.1,336.0,1033.4,2018,1,0,22,Winter,0,Train
2018-01-23,noida_sector_1,475.0,Severe,299.7,505.7,76.1,27.0,12.8,4.21,32.7,0.12,8.7,78.4,4.3,292.0,1032.7,2018,1,1,23,Winter,0,Train
2018-01-24,noida_sector_1,500.0,Severe,271.4,552.0,79.6,33.1,13.4,4.02,37.7,0.11,13.3,84.7,3.1,26.0,1032.0,2018,1,2,24,Winter,1,Train
2018-01-25,noida_sector_1,413.0,Severe,249.5,443.8,71.0,22.6,14.6,3.72,43.1,0.11,13.3,75.0,4.3,290.0,1032.5,2018,1,3,25,Winter,0,Train
2018-01-26,noida_sector_1,425.0,Severe,288.0,310.6,77.1,30.7,17.5,4.12,22.9,0.11,11.5,78.7,3.6,300.0,1030.0,2018,1,4,26,Winter,0,Train
2018-01-27,noida_sector_1,413.0,Severe,252.0,443.2,69.6,25.1,16.9,3.47,27.0,0.11,11.6,84.7,4.5,315.0,1031.9,2018,1,5,27,Winter,0,Train
2018-01-28,noida_sector_1,416.0,Severe,242.1,446.8,64.8,31.8,14.2,3.43,32.2,0.1,8.1,76.1,5.6,1.0,1032.0,2018,1,6,28,Winter,0,Train
2018-01-29,noida_sector_1,424.0,Severe,286.8,434.7,69.3,32.5,20.6,3.79,36.7,0.11,11.1,75.2,4.6,332.0,1032.6,2018,1,0,29,Winter,0,Train
2018-01-30,noida_sector_1,465.0,Severe,249.7,495.8,75.9,25.9,14.1,4.47,35.0,0.1,14.7,80.8,5.4,294.0,1032.4,2018,1,1,30,Winter,0,Train
2018-01-31,noida_sector_1,436.0,Severe,250.3,466.5,67.4,30.0,14.7,4.07,25.2,0.12,10.8,71.8,5.4,338.0,1030.7,2018,1,2,31,Winter,0,Train
